pedido_id,date_id,data,horario,endereco,pizza_id,pizza,quantidade,valor_total
2901,10,2024-01-10,19:00:00,"Pátio Garcia, 17, Nova Cintra, 14179-798 da Luz de Goiás / MA",6,Quatro Queijos,2,97.8
2902,8,2024-01-08,18:20:00,"Fazenda de Silva, 99, Cdi Jatoba, 35421-893 Porto / SC",5,Frango com Catupiry,1,49.9
2903,81,2024-03-21,20:20:00,"Jardim Viana, 3, Vila Mantiqueira, 63609888 das Neves da Mata / PE",10,Banana com Canela,2,87.8
2904,89,2024-03-29,21:45:00,"Aeroporto Aylla Jesus, 43, Aeroporto, 65953-738 Fernandes do Sul / MA",1,Margherita,3,119.7
2905,71,2024-03-11,18:30:00,"Alameda de das Neves, Centro, 40676-805 da Rocha de Leão / GO",4,Portuguesa,2,93.8
2906,12,2024-01-12,19:45:00,"Trevo de Silva, 652, Vila Antena Montanhês, 42330791 da Conceição do Galho / PA",7,Pepperoni,1,52.9
2907,17,2024-01-17,23:10:00,"Travessa da Rocha, 470, Maria Goretti, 00622-575 Cirino do Oeste / DF",7,Pepperoni,3,158.7
2908,2,2024-01-02,23:20:00,"Conjunto Novais, 26, Barreiro, 46062-073 Camargo de Minas / CE",5,Frango com Catupiry,3,149.7
2909,60,2024-02-29,20:20:00,"Residencial Letícia Viana, Marieta 2ª Seção, 02698390 da Paz do Oeste / AP",10,Banana com Canela,1,43.9
2910,64,2024-03-04,22:50:00,"Passarela Sarah Rios, Flamengo, 84334159 Garcia / RR",9,Chocolate,1,44.9
2911,43,2024-02-12,22:50:00,"Conjunto Siqueira, 446, Vila Da Luz, 22880362 Dias / MA",4,Portuguesa,2,93.8
2912,75,2024-03-15,22:00:00,"Viela de Cardoso, 65, Virgínia, 18311261 Casa Grande / CE",3,Mussarela,1,41.9
2913,71,2024-03-11,21:45:00,"Distrito de Sá, Vera Cruz, 84721593 Garcia de Moura / RN",2,Calabresa,2,85.8
2914,48,2024-02-17,20:45:00,"Conjunto de da Cruz, 22, Conjunto Capitão Eduardo, 18671-204 Fonseca / AM",1,Margherita,3,119.7
2915,60,2024-02-29,18:45:00,"Praia Moreira, 82, Alto Barroca, 30101670 Moreira Verde / MG",1,Margherita,1,39.9
2916,54,2024-02-23,23:30:00,"Alameda Rios, 97, Camargos, 50182-140 Caldeira de Goiás / PE",9,Chocolate,3,134.7
2917,48,2024-02-17,18:20:00,"Passarela João Lopes, 43, São Bernardo, 56143820 Ramos / RS",8,Vegetariana,1,47.9
2918,33,2024-02-02,21:45:00,"Quadra de da Cunha, 5, Vitoria Da Conquista, 45933-436 Pires da Mata / RR",1,Margherita,2,79.8
2919,14,2024-01-14,22:00:00,"Via Rezende, 45, Ernesto Nascimento, 29366260 Vargas / AP",8,Vegetariana,2,95.8
2920,36,2024-02-05,23:30:00,"Colônia de Jesus, 3, Novo Santa Cecilia, 03861063 Nascimento de Moraes / AC",3,Mussarela,3,125.7
2921,18,2024-01-18,23:00:00,"Largo de Macedo, 16, Barreiro, 14875578 Siqueira do Galho / GO",3,Mussarela,1,41.9
2922,22,2024-01-22,21:50:00,"Esplanada de Farias, 2, Cardoso, 69466051 Barbosa das Flores / MT",9,Chocolate,1,44.9
2923,17,2024-01-17,18:15:00,"Área de Pires, 2, Fernão Dias, 44257221 Pereira / PE",10,Banana com Canela,1,43.9
2924,59,2024-02-28,22:45:00,"Lagoa Rebeca Andrade, 64, Distrito Industrial Do Jatoba, 46229544 Aparecida / ES",7,Pepperoni,1,52.9
2925,84,2024-03-24,19:40:00,"Praça Daniela Freitas, 11, Vila São Dimas, 67731-553 Oliveira / MS",7,Pepperoni,1,52.9
2926,24,2024-01-24,21:40:00,"Largo de Machado, 11, Cidade Nova, 18307642 Aragão / PR",1,Margherita,2,79.8
2927,8,2024-01-08,20:00:00,"Estrada Ravy Souza, 53, Vila Fumec, 29668025 Marques do Sul / SP",6,Quatro Queijos,3,146.7
2928,20,2024-01-20,22:10:00,"Lago Lara Campos, 178, Vila Madre Gertrudes 4ª Seção, 51148-608 Borges do Amparo / AP",4,Portuguesa,3,140.7
2929,19,2024-01-19,20:20:00,"Colônia de Sousa, 82, Guaratã, 95460551 da Mata de Oliveira / RO",9,Chocolate,1,44.9
2930,65,2024-03-05,20:00:00,"Colônia de Pimenta, 930, Andiroba, 89099-724 Montenegro da Praia / SC",8,Vegetariana,3,143.7
2931,9,2024-01-09,18:20:00,"Lagoa de Lima, 423, Santa Maria, 11170449 da Costa / RN",9,Chocolate,1,44.9
2932,40,2024-02-09,23:15:00,"Trevo de da Cunha, 734, Vila Madre Gertrudes 1ª Seção, 85007175 Moraes / RN",6,Quatro Queijos,2,97.8
2933,68,2024-03-08,18:20:00,"Parque Novais, 14, Varzea Da Palma, 49668507 Vargas / RN",2,Calabresa,2,85.8
2934,61,2024-03-01,22:30:00,"Aeroporto Lunna Ferreira, 95, Venda Nova, 69851-161 Martins / RO",10,Banana com Canela,3,131.7
2935,84,2024-03-24,18:10:00,"Lagoa Nunes, 924, Inconfidência, 93032157 Santos / SC",6,Quatro Queijos,3,146.7
2936,62,2024-03-02,22:30:00,"Rua Vieira, 438, Vila Formosa, 84592-317 Fogaça / PI",2,Calabresa,1,42.9
2937,17,2024-01-17,18:50:00,"Núcleo Mendes, 63, Vila Nova Cachoeirinha 3ª Seção, 76685142 Fonseca Grande / SP",10,Banana com Canela,3,131.7
2938,23,2024-01-23,22:40:00,"Vale de Nunes, 5, Tupi A, 86842-026 Almeida / MG",4,Portuguesa,2,93.8
2939,47,2024-02-16,20:00:00,"Jardim de Dias, 51, Vila Tirol, 89859-727 Abreu das Pedras / BA",1,Margherita,3,119.7
2940,24,2024-01-24,22:40:00,"Distrito de Aparecida, 28, Vila Real 2ª Seção, 96366-293 Fonseca da Mata / TO",1,Margherita,2,79.8
2941,43,2024-02-12,20:20:00,"Trecho Novaes, 39, Vila Do Pombal, 66850679 Gomes / MG",9,Chocolate,3,134.7
2942,5,2024-01-05,20:30:00,"Jardim Gael Aragão, 4, Gameleira, 69827956 Mendes Verde / ES",3,Mussarela,1,41.9
2943,73,2024-03-13,20:45:00,"Residencial de Marques, 16, Milionario, 97812745 Vieira do Oeste / ES",6,Quatro Queijos,2,97.8
2944,74,2024-03-14,21:30:00,"Recanto de Gonçalves, Beira Linha, 01898162 Cavalcante Alegre / RS",10,Banana com Canela,2,87.8
2945,37,2024-02-06,18:00:00,"Avenida de Castro, 35, Solimoes, 36861-517 Borges / AP",7,Pepperoni,3,158.7
2946,33,2024-02-02,22:40:00,"Viela de Melo, 202, Nova Cachoeirinha, 76836-630 Rodrigues dos Dourados / PR",10,Banana com Canela,3,131.7
2947,59,2024-02-28,21:15:00,"Trecho Davi Miguel Garcia, 57, Conjunto Jardim Filadélfia, 05496283 Fernandes das Pedras / PE",6,Quatro Queijos,3,146.7
2948,22,2024-01-22,18:15:00,"Lago Campos, 607, Vila Minaslandia, 38798137 Pires do Campo / PA",4,Portuguesa,1,46.9
2949,71,2024-03-11,19:20:00,"Residencial de Ribeiro, 173, Nova Suíça, 49285-760 Gomes de Brito / MT",5,Frango com Catupiry,3,149.7
2950,67,2024-03-07,23:45:00,"Núcleo Silveira, 55, São Lucas, 30297186 Fernandes / BA",9,Chocolate,3,134.7
2951,82,2024-03-22,22:00:00,"Parque da Cunha, 9, Conjunto Jardim Filadélfia, 46869180 Macedo / RO",1,Margherita,1,39.9
2952,87,2024-03-27,23:10:00,"Distrito Cauã Dias, 80, Beija Flor, 85159-376 Alves de Macedo / MS",1,Margherita,2,79.8
2953,86,2024-03-26,22:20:00,"Rodovia de Teixeira, 26, Vila Das Oliveiras, 25236-669 da Mata dos Dourados / PI",9,Chocolate,1,44.9
2954,68,2024-03-08,22:00:00,"Favela de Oliveira, 157, Vila Nova, 03679290 Rocha do Amparo / SP",10,Banana com Canela,2,87.8
2955,45,2024-02-14,18:20:00,"Recanto José Costa, 74, Paraíso, 27076385 Pinto / BA",4,Portuguesa,2,93.8
2956,5,2024-01-05,21:20:00,"Vereda Vitor Gabriel Jesus, 74, Mangueiras, 41576097 da Rosa / PB",10,Banana com Canela,1,43.9
2957,62,2024-03-02,20:15:00,"Parque de Rezende, 719, Vila Piratininga, 55906-503 Albuquerque de Rocha / MT",10,Banana com Canela,1,43.9
2958,37,2024-02-06,18:20:00,"Viela Clara Pires, 74, Universo, 28179-197 Santos do Norte / SC",9,Chocolate,2,89.8
2959,43,2024-02-12,20:00:00,"Colônia João Miguel Rodrigues, 460, Gutierrez, 16472745 Machado / RS",10,Banana com Canela,2,87.8
2960,12,2024-01-12,19:10:00,"Sítio Ramos, 51, Laranjeiras, 18999-049 Fernandes / RR",3,Mussarela,3,125.7
2961,90,2024-03-30,21:40:00,"Sítio Siqueira, 45, Nova Granada, 95290-232 da Mota das Flores / MS",6,Quatro Queijos,3,146.7
2962,16,2024-01-16,18:10:00,"Feira Isaque Gonçalves, 67, São Vicente, 32477871 Rocha de Minas / SC",9,Chocolate,3,134.7
2963,35,2024-02-04,23:10:00,"Feira de Vasconcelos, 3, Capitão Eduardo, 35411274 Carvalho / GO",10,Banana com Canela,1,43.9
2964,58,2024-02-27,22:30:00,"Jardim Danilo Freitas, 59, Beija Flor, 00924565 da Luz / MA",10,Banana com Canela,3,131.7
2965,73,2024-03-13,22:00:00,"Campo Gabriela Viana, Lagoinha Leblon, 12506-356 Fogaça / RN",5,Frango com Catupiry,1,49.9
2966,62,2024-03-02,22:15:00,"Chácara de da Costa, 885, Vila Madre Gertrudes 2ª Seção, 23620-212 Cunha dos Dourados / SC",3,Mussarela,1,41.9
2967,11,2024-01-11,18:40:00,"Chácara Esther Fogaça, 124, Paraíso, 14484755 Garcia / PE",10,Banana com Canela,3,131.7
2968,78,2024-03-18,20:50:00,"Colônia da Rocha, 17, Marieta 1ª Seção, 75853631 da Mota / AL",10,Banana com Canela,1,43.9
2969,33,2024-02-02,23:30:00,"Chácara de da Costa, 94, Horto, 91750-822 Ferreira / MT",9,Chocolate,3,134.7
2970,90,2024-03-30,23:15:00,"Viaduto João Vitor Souza, 476, Cenaculo, 12642999 Melo / GO",10,Banana com Canela,2,87.8
2971,16,2024-01-16,22:10:00,"Conjunto Maitê Nunes, 362, Vila Formosa, 74721-270 Camargo da Prata / PA",9,Chocolate,2,89.8
2972,91,2024-03-31,21:00:00,"Núcleo de Brito, 29, Vila Bandeirantes, 19292-948 Melo Grande / SP",6,Quatro Queijos,3,146.7
2973,24,2024-01-24,19:10:00,"Estrada Fernanda Cunha, Confisco, 80364981 Castro / BA",10,Banana com Canela,3,131.7
2974,5,2024-01-05,20:50:00,"Chácara Rocha, 37, Santa Cecilia, 22077502 Leão / SE",10,Banana com Canela,1,43.9
2975,42,2024-02-11,23:40:00,"Campo Gael Leão, 706, Coração De Jesus, 59838840 Guerra / SE",2,Calabresa,3,128.7
2976,16,2024-01-16,18:20:00,"Conjunto de da Conceição, 1, Santo André, 19793-789 Sales / MS",8,Vegetariana,2,95.8
2977,46,2024-02-15,19:50:00,"Fazenda Alice Pinto, 3, Grota, 92935879 Camargo / PB",10,Banana com Canela,2,87.8
2978,55,2024-02-24,21:50:00,"Via de Pereira, 76, Vila Real 1ª Seção, 16365-978 Dias Paulista / PI",4,Portuguesa,1,46.9
2979,24,2024-01-24,20:15:00,"Sítio Melo, 4, Miramar, 79803-542 Cunha do Amparo / AC",2,Calabresa,1,42.9
2980,63,2024-03-03,21:00:00,"Aeroporto Araújo, 3, Lorena, 55655-195 Costa do Norte / MS",1,Margherita,2,79.8
2981,1,2024-01-01,20:15:00,"Vale Duarte, 4, Flavio De Oliveira, 77830-575 Leão / PE",4,Portuguesa,3,140.7
2982,27,2024-01-27,20:50:00,"Fazenda Emanuelly Costela, 842, Capitão Eduardo, 29680522 Cassiano Paulista / RO",4,Portuguesa,1,46.9
2983,75,2024-03-15,20:30:00,"Trecho Isaque Castro, Novo Santa Cecilia, 90596138 Vasconcelos / MA",7,Pepperoni,1,52.9
2984,70,2024-03-10,23:40:00,"Travessa Mariah da Costa, 62, Taquaril, 08939-324 Vargas / AM",2,Calabresa,1,42.9
2985,23,2024-01-23,18:50:00,"Travessa de Montenegro, 96, Capitão Eduardo, 43689666 Vieira / PR",2,Calabresa,3,128.7
2986,37,2024-02-06,20:45:00,"Morro de Abreu, Jardim Felicidade, 43330-332 Souza de Goiás / GO",3,Mussarela,2,83.8
2987,42,2024-02-11,22:10:00,"Condomínio Vitor Peixoto, 60, São Bernardo, 96704-867 Sampaio das Flores / SP",10,Banana com Canela,2,87.8
2988,15,2024-01-15,18:20:00,"Via Nascimento, 318, Vale Do Jatoba, 76071-955 Cassiano / AL",3,Mussarela,1,41.9
2989,37,2024-02-06,23:20:00,"Condomínio de Garcia, 14, Boa União 2ª Seção, 16058780 Viana / ES",8,Vegetariana,3,143.7
2990,63,2024-03-03,22:15:00,"Rua Pacheco, 595, Anchieta, 51904094 Sampaio / SP",6,Quatro Queijos,2,97.8
2991,8,2024-01-08,23:00:00,"Vila Pires, 17, Novo Tupi, 86863105 Azevedo / MA",4,Portuguesa,2,93.8
2992,21,2024-01-21,20:50:00,"Favela de Abreu, 279, Oeste, 75895725 Aragão / AM",2,Calabresa,2,85.8
2993,27,2024-01-27,23:40:00,"Rua de Teixeira, 618, Nova Granada, 73060900 Barbosa / MT",4,Portuguesa,2,93.8
2994,76,2024-03-16,20:20:00,"Trevo Heitor Nascimento, 41, Vila Nossa Senhora Do Rosário, 94093286 Mendes da Mata / RS",5,Frango com Catupiry,3,149.7
2995,57,2024-02-26,22:10:00,"Via de Martins, 66, São Damião, 00751-130 Moura do Sul / BA",4,Portuguesa,1,46.9
2996,46,2024-02-15,22:00:00,"Ladeira Luiz Miguel Barros, 5, Madre Gertrudes, 40182-750 Duarte Alegre / GO",4,Portuguesa,3,140.7
2997,84,2024-03-24,21:10:00,"Loteamento Davi Lucas Siqueira, 68, Biquinhas, 61426411 Aparecida do Sul / SP",7,Pepperoni,1,52.9
2998,48,2024-02-17,20:00:00,"Rodovia Maria Helena Duarte, Guarani, 43608-490 Santos de Peixoto / MA",3,Mussarela,1,41.9
2999,86,2024-03-26,20:45:00,"Jardim de Leão, 33, Nova Gameleira, 68595797 Vasconcelos de Mendes / MT",2,Calabresa,3,128.7
3000,30,2024-01-30,22:45:00,"Ladeira de da Cruz, 80, Vera Cruz, 41226-837 Pinto / AP",3,Mussarela,3,125.7
3001,28,2024-01-28,19:40:00,"Vale Hellena da Mota, 3, Novo Santa Cecilia, 58529158 Sousa / AC",7,Pepperoni,1,52.9
3002,8,2024-01-08,18:20:00,"Trecho Davi Luiz Sousa, 92, Miramar, 62932841 da Rosa / RS",1,Margherita,1,39.9
3003,86,2024-03-26,22:50:00,"Distrito de da Luz, 48, Lajedo, 30030-462 Ferreira da Praia / PA",7,Pepperoni,2,105.8
3004,60,2024-02-29,19:45:00,"Sítio Marcela Pimenta, 562, Maravilha, 65530180 Garcia das Pedras / AP",7,Pepperoni,1,52.9
3005,34,2024-02-03,21:40:00,"Ladeira de Lima, 34, Comiteco, 73051530 Borges / MT",3,Mussarela,3,125.7
3006,53,2024-02-22,20:15:00,"Parque de da Mata, 7, Havaí, 95830943 Castro das Flores / RO",4,Portuguesa,1,46.9
3007,33,2024-02-02,23:50:00,"Residencial Alexandre Machado, 44, Aparecida 7ª Seção, 12778-580 Pimenta / AL",10,Banana com Canela,3,131.7
3008,51,2024-02-20,21:45:00,"Travessa de da Mota, 25, Marmiteiros, 64223497 Silva / AC",9,Chocolate,3,134.7
3009,47,2024-02-16,18:00:00,"Distrito de Santos, 2, Acaiaca, 86204-348 Martins das Flores / PA",5,Frango com Catupiry,1,49.9
3010,84,2024-03-24,19:15:00,"Loteamento de Garcia, 6, Vila Mangueiras, 76553-751 da Paz das Pedras / MT",7,Pepperoni,1,52.9
3011,78,2024-03-18,20:10:00,"Estação Marques, Santa Rita De Cássia, 25838778 Freitas / CE",6,Quatro Queijos,1,48.9
3012,76,2024-03-16,19:30:00,"Jardim Camila Ferreira, 34, São José, 11429-107 Albuquerque de Pereira / PI",9,Chocolate,1,44.9
3013,60,2024-02-29,23:45:00,"Condomínio de da Cruz, 9, Antonio Ribeiro De Abreu 1ª Seção, 71661266 da Conceição / SE",5,Frango com Catupiry,2,99.8
3014,31,2024-01-31,22:10:00,"Feira Caldeira, 977, Estrela Do Oriente, 80638-012 Ferreira de Minas / SE",4,Portuguesa,2,93.8
3015,83,2024-03-23,18:00:00,"Morro Hellena Mendonça, 68, São Gonçalo, 19543-541 Sampaio / PR",10,Banana com Canela,1,43.9
3016,63,2024-03-03,20:30:00,"Sítio Nogueira, 45, Acaba Mundo, 10738-026 Almeida / PA",7,Pepperoni,3,158.7
3017,66,2024-03-06,21:00:00,"Praia Dante Costa, 84, Vila Oeste, 20894012 Fogaça da Prata / RN",4,Portuguesa,1,46.9
3018,18,2024-01-18,19:15:00,"Chácara Câmara, 607, Santa Rita, 06457-174 Abreu de Minas / TO",5,Frango com Catupiry,1,49.9
3019,11,2024-01-11,21:45:00,"Sítio de Sá, 864, Vila Inestan, 55735292 Cirino de Guerra / RN",10,Banana com Canela,3,131.7
3020,51,2024-02-20,23:30:00,"Lagoa de Vargas, 879, Lindéia, 61334-942 Machado da Mata / MT",3,Mussarela,2,83.8
3021,59,2024-02-28,18:50:00,"Passarela de Silveira, 284, Vila Copacabana, 30533373 Barbosa da Prata / RR",1,Margherita,3,119.7
3022,9,2024-01-09,19:10:00,"Sítio de Abreu, Vila Suzana Primeira Seção, 96515013 Rios das Pedras / AP",1,Margherita,3,119.7
3023,65,2024-03-05,18:45:00,"Vila Maria Luísa da Rosa, 26, Vila Antena Montanhês, 47232980 Pimenta / AP",5,Frango com Catupiry,2,99.8
3024,46,2024-02-15,20:30:00,"Distrito de da Luz, 26, Nova Floresta, 37452812 Câmara / AC",6,Quatro Queijos,3,146.7
3025,35,2024-02-04,21:45:00,"Alameda de Moraes, 46, Pompéia, 86833-683 Souza de Vasconcelos / PE",1,Margherita,1,39.9
3026,54,2024-02-23,23:45:00,"Jardim Fernanda Aragão, 3, Novo Glória, 88660799 Fonseca / RS",3,Mussarela,2,83.8
3027,51,2024-02-20,19:00:00,"Estação Liam Ramos, 10, Miramar, 86780-742 Alves do Sul / MT",6,Quatro Queijos,3,146.7
3028,13,2024-01-13,23:40:00,"Setor de Gomes, 159, Horto, 83124982 Moreira da Prata / PE",7,Pepperoni,2,105.8
3029,80,2024-03-20,19:30:00,"Viela de Leão, 13, Graça, 84302490 Campos / PI",7,Pepperoni,1,52.9
3030,70,2024-03-10,18:40:00,"Praia de Fernandes, 96, Barão Homem De Melo 1ª Seção, 82786901 Pires do Oeste / SC",9,Chocolate,1,44.9
3031,81,2024-03-21,23:30:00,"Jardim Gustavo Henrique Camargo, 38, Camargos, 41340082 Machado / AM",7,Pepperoni,3,158.7
3032,4,2024-01-04,19:10:00,"Travessa Pereira, 996, Vila Inestan, 63437-136 Novais Paulista / MS",10,Banana com Canela,3,131.7
3033,24,2024-01-24,19:10:00,"Aeroporto de Rocha, 21, Parque São Pedro, 65101-429 Rodrigues / SC",7,Pepperoni,1,52.9
3034,57,2024-02-26,19:10:00,"Quadra de da Conceição, 842, Vila Petropolis, 48945-253 Fernandes / GO",8,Vegetariana,1,47.9
3035,87,2024-03-27,21:10:00,"Sítio de Vargas, 265, Barroca, 96412318 Marques / BA",2,Calabresa,1,42.9
3036,84,2024-03-24,18:40:00,"Distrito Correia, 897, Aparecida 7ª Seção, 84848-280 Rodrigues / RN",8,Vegetariana,1,47.9
3037,49,2024-02-18,21:45:00,"Viela Abreu, 13, Camponesa 2ª Seção, 27970-843 Nogueira dos Dourados / RN",9,Chocolate,1,44.9
3038,66,2024-03-06,18:45:00,"Campo Freitas, 60, Vila Nova, 83871955 Siqueira / SP",5,Frango com Catupiry,3,149.7
3039,66,2024-03-06,19:30:00,"Recanto Monteiro, 89, Vila Formosa, 73184-407 Pimenta das Flores / PE",10,Banana com Canela,2,87.8
3040,43,2024-02-12,22:15:00,"Alameda Miguel Cunha, 38, Etelvina Carneiro, 94916-135 da Cunha do Amparo / RR",2,Calabresa,1,42.9
3041,20,2024-01-20,20:00:00,"Praia Pinto, 87, Apolonia, 71967176 Teixeira Alegre / PR",10,Banana com Canela,3,131.7
3042,41,2024-02-10,19:10:00,"Favela Maria Cecília Lima, 5, Marmiteiros, 22815261 Ferreira de Garcia / PI",5,Frango com Catupiry,2,99.8
3043,33,2024-02-02,19:00:00,"Chácara Araújo, 4, João Alfredo, 41138177 Garcia Alegre / CE",10,Banana com Canela,2,87.8
3044,89,2024-03-29,20:10:00,"Praça Cavalcante, 37, Dona Clara, 89939743 Pimenta / RS",5,Frango com Catupiry,2,99.8
3045,45,2024-02-14,22:10:00,"Campo de Garcia, São Francisco Das Chagas, 83279024 Aparecida de Goiás / PI",10,Banana com Canela,3,131.7
3046,47,2024-02-16,19:30:00,"Fazenda Lopes, 540, Alto Das Antenas, 21309-926 da Rosa / AP",2,Calabresa,2,85.8
3047,26,2024-01-26,23:50:00,"Rodovia de Costela, Glória, 96375-020 Teixeira do Norte / RO",2,Calabresa,1,42.9
3048,25,2024-01-25,20:45:00,"Condomínio Nascimento, 90, São Gabriel, 43357283 Sousa Alegre / PE",10,Banana com Canela,2,87.8
3049,57,2024-02-26,22:45:00,"Morro Arthur Gonçalves, 691, Oeste, 58418652 Pimenta Paulista / RO",4,Portuguesa,1,46.9
3050,30,2024-01-30,22:10:00,"Lago de da Cruz, 3, Vila Independencia 3ª Seção, 07979129 Borges do Amparo / MA",4,Portuguesa,1,46.9
3051,49,2024-02-18,22:40:00,"Feira Maria Luiza Gonçalves, 90, Vila Da Ária, 19331-517 Rocha / BA",2,Calabresa,1,42.9
3052,81,2024-03-21,20:00:00,"Pátio de Casa Grande, Vila Pinho, 22685252 da Cunha / PA",2,Calabresa,2,85.8
3053,86,2024-03-26,21:45:00,"Rodovia Luiz Fernando da Rocha, 3, Casa Branca, 19762-302 Fonseca da Prata / PE",10,Banana com Canela,1,43.9
3054,40,2024-02-09,23:15:00,"Trecho Heloisa Nogueira, 61, Vila Vista Alegre, 58826751 Aragão / RS",2,Calabresa,2,85.8
3055,35,2024-02-04,22:45:00,"Largo Carvalho, 82, Caetano Furquim, 04913-721 Sousa do Campo / PA",9,Chocolate,1,44.9
3056,6,2024-01-06,18:10:00,"Avenida de Cavalcanti, 95, Gameleira, 12828347 Pereira / RN",9,Chocolate,1,44.9
3057,76,2024-03-16,22:30:00,"Condomínio de Cirino, 706, Vila Do Pombal, 33048-222 Teixeira dos Dourados / SC",6,Quatro Queijos,3,146.7
3058,5,2024-01-05,20:30:00,"Pátio de Barbosa, Conjunto Novo Dom Bosco, 69212-829 Leão / PR",5,Frango com Catupiry,2,99.8
3059,54,2024-02-23,20:20:00,"Trecho Gabriel Gonçalves, Grajaú, 63479807 Rezende do Amparo / SE",3,Mussarela,1,41.9
3060,7,2024-01-07,23:10:00,"Colônia de Rocha, 545, São Jorge 3ª Seção, 32169-597 Barros / PR",6,Quatro Queijos,3,146.7
3061,19,2024-01-19,21:15:00,"Praia de da Costa, 84, Vila Nova Gameleira 2ª Seção, 39799251 Borges / RN",4,Portuguesa,1,46.9
3062,66,2024-03-06,21:50:00,"Avenida João Miguel Almeida, 573, Das Industrias I, 57876293 Pastor do Norte / AP",10,Banana com Canela,1,43.9
3063,91,2024-03-31,23:15:00,"Passarela Luiz Miguel da Conceição, 30, Vila Da Paz, 04564-320 Casa Grande da Mata / ES",8,Vegetariana,3,143.7
3064,59,2024-02-28,19:15:00,"Vereda de Macedo, 639, Marieta 3ª Seção, 87917365 Silva / RR",1,Margherita,2,79.8
3065,79,2024-03-19,23:40:00,"Vila de Lima, 175, Maria Goretti, 25438593 Cavalcanti do Norte / RO",8,Vegetariana,3,143.7
3066,42,2024-02-11,23:00:00,"Residencial de Garcia, 86, Ermelinda, 10780-171 Gonçalves de Minas / ES",10,Banana com Canela,2,87.8
3067,2,2024-01-02,18:15:00,"Rua Ana Luiza Machado, 27, Satelite, 11878-180 Gonçalves / MT",10,Banana com Canela,3,131.7
3068,57,2024-02-26,19:40:00,"Núcleo Catarina Monteiro, 4, Barro Preto, 59888-625 Mendonça do Sul / AC",9,Chocolate,2,89.8
3069,41,2024-02-10,20:15:00,"Viela de Viana, 85, Palmeiras, 36319-133 Nascimento de Minas / PB",7,Pepperoni,1,52.9
3070,3,2024-01-03,21:10:00,"Travessa de Leão, 56, Cônego Pinheiro 1ª Seção, 27957675 Lima de Andrade / PR",7,Pepperoni,1,52.9
3071,17,2024-01-17,21:20:00,"Chácara Maria Laura Albuquerque, 68, Santa Cruz, 31103976 Garcia de Aragão / RN",4,Portuguesa,2,93.8
3072,76,2024-03-16,18:50:00,"Praça de Vieira, Comiteco, 11846835 Silva de Pastor / CE",7,Pepperoni,3,158.7
3073,84,2024-03-24,19:40:00,"Distrito de Cirino, 20, Nossa Senhora Aparecida, 28296-972 Lopes dos Dourados / CE",4,Portuguesa,2,93.8
3074,34,2024-02-03,20:50:00,"Loteamento de Gonçalves, 86, Pindorama, 34620125 Novais / RS",4,Portuguesa,1,46.9
3075,53,2024-02-22,20:15:00,"Favela Novaes, São Marcos, 79052-382 Camargo do Norte / PI",8,Vegetariana,1,47.9
3076,53,2024-02-22,20:40:00,"Rodovia de Cirino, 3, Santa Terezinha, 89026-751 Leão de Porto / MS",6,Quatro Queijos,2,97.8
3077,30,2024-01-30,19:45:00,"Condomínio Nascimento, Conjunto Bonsucesso, 35128455 Almeida / RJ",8,Vegetariana,3,143.7
3078,17,2024-01-17,20:45:00,"Lago Dias, 14, João Alfredo, 86797339 Teixeira Grande / RN",10,Banana com Canela,2,87.8
3079,46,2024-02-15,22:20:00,"Área Julia Novaes, Barão Homem De Melo 2ª Seção, 55528364 Alves de Pinto / MA",8,Vegetariana,3,143.7
3080,91,2024-03-31,19:15:00,"Esplanada da Luz, 95, Novo Aarão Reis, 94784-930 Silveira / RR",10,Banana com Canela,2,87.8
3081,17,2024-01-17,22:20:00,"Praia de Aparecida, 35, Vila Atila De Paiva, 95975613 Pacheco / AM",1,Margherita,2,79.8
3082,2,2024-01-02,18:45:00,"Vila Jesus, 270, Alto Vera Cruz, 33244-715 Aragão / SC",6,Quatro Queijos,1,48.9
3083,75,2024-03-15,19:15:00,"Condomínio de Caldeira, 86, Casa Branca, 96434-679 Câmara Verde / RJ",9,Chocolate,1,44.9
3084,61,2024-03-01,23:45:00,"Via Vargas, 6, Embaúbas, 17787500 Peixoto / AC",8,Vegetariana,1,47.9
3085,25,2024-01-25,22:45:00,"Passarela de Macedo, 38, Acaiaca, 55593144 Macedo / BA",7,Pepperoni,2,105.8
3086,40,2024-02-09,22:45:00,"Largo Oliver Azevedo, 3, Jardim América, 69940698 Pastor das Pedras / CE",10,Banana com Canela,2,87.8
3087,78,2024-03-18,22:15:00,"Quadra João Pedro Moreira, 69, Vila Nova Cachoeirinha 1ª Seção, 50762475 Correia / ES",9,Chocolate,1,44.9
3088,56,2024-02-25,19:50:00,"Estrada Maria Vitória Almeida, 94, Primeiro De Maio, 59066621 Aparecida / MT",3,Mussarela,3,125.7
3089,75,2024-03-15,22:40:00,"Chácara de Costela, 88, Parque São Pedro, 00604-841 Cavalcanti Paulista / RR",10,Banana com Canela,2,87.8
3090,23,2024-01-23,21:15:00,"Fazenda Moura, 701, Vila São Paulo, 71564-616 Ferreira de Costa / PI",8,Vegetariana,1,47.9
3091,5,2024-01-05,18:45:00,"Sítio Aurora Novaes, Nossa Senhora De Fátima, 45859545 Pimenta / ES",6,Quatro Queijos,3,146.7
